ReadableTime,RelativeTime(s)
00:19:33.455,0.073
00:19:33.562,0.180
00:19:33.676,0.294
00:19:33.785,0.403
00:19:33.891,0.509
00:19:34.000,0.618
00:19:34.108,0.726
00:19:34.220,0.838
00:19:34.331,0.949
00:19:34.437,1.055
00:19:34.548,1.166
00:19:34.655,1.273
00:19:34.765,1.383
00:19:34.874,1.492
00:19:34.988,1.606
00:19:35.097,1.715
00:19:35.203,1.821
00:19:35.312,1.930
