ReadableTime,RelativeTime(s)
23:53:35.187,0.101
23:53:35.297,0.211
23:53:35.411,0.325
23:53:35.515,0.429
23:53:35.624,0.538
23:53:35.737,0.651
23:53:35.843,0.757
23:53:35.956,0.870
23:53:36.067,0.981
23:53:36.172,1.086
23:53:36.284,1.198
23:53:36.390,1.304
23:53:36.499,1.413
23:53:36.610,1.524
23:53:36.723,1.637
23:53:36.828,1.742
23:53:36.940,1.854
