ReadableTime,RelativeTime(s),engine_power,Force_1,Force_2,Torque,engine_force,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_FuelPressure,ECU_IntakePressure,ECU_IntakeTemp,ECU_RotorTemp,ECU_Speed,ECU_SupplyVoltage,ECU_ThrottlePosition,Modbus_slave1_seg1,Modbus_slave1_seg2,Modbus_slave1_seg3,Modbus_slave2_seg1,Modbus_slave2_seg2,Modbus_slave2_seg3,Modbus_slave2_seg4,Temperature_Sensor_1,Temperature_Sensor_2,Temperature_Sensor_3
20:07:30.782,0.019,0.607037,,,,,,,,,,,,,,,,,,,,,,,
20:07:30.892,0.129,1.318666,-0.075848,-0.273177,-47.050506,0.220145,109.440000,1581.750000,240.000000,72.000000,44.000000,74.000000,5990.000000,18.000000,59.900002,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.100000,27.510000,27.750000
20:07:31.003,0.240,1.318666,0.022816,-0.075848,-27.317659,0.220145,109.440000,1581.750000,240.000000,72.000000,44.000000,74.000000,5990.000000,18.000000,59.900002,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.100000,27.510000,27.750000
20:07:31.110,0.347,1.528684,-0.075848,-0.174512,-27.317659,0.220145,64.560000,2190.750000,278.000000,83.000000,57.000000,-164.000000,6944.000000,21.000000,69.400002,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:31.220,0.457,1.721751,-0.075848,-0.174512,-27.317659,0.220145,32.160000,2844.000000,313.000000,94.000000,69.000000,-147.000000,7821.000000,23.000000,78.199997,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:31.329,0.566,-1.364861,-0.174512,-0.273177,-37.184082,-0.174512,32.160000,2844.000000,313.000000,94.000000,69.000000,-147.000000,7821.000000,23.000000,78.199997,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:31.438,0.675,1.809368,-0.174512,-0.273177,-47.050506,0.220145,20.190000,3174.000000,329.000000,99.000000,75.000000,-140.000000,8219.000000,25.000000,82.199997,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:31.547,0.784,0.998447,-0.075848,-0.174512,-27.317659,0.121480,20.190000,3174.000000,329.000000,99.000000,75.000000,-140.000000,8219.000000,25.000000,82.199997,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:31.657,0.894,2.842180,-0.075848,-0.174512,-37.184082,0.318809,2.910000,3764.000000,357.000000,107.000000,85.000000,-127.000000,8915.000000,25.500000,89.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:31.768,1.005,-3.314961,-0.075848,-0.273177,-37.184082,-0.371841,2.910000,3764.000000,357.000000,107.000000,85.000000,-127.000000,8915.000000,25.500000,89.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:31.876,1.113,2.081467,-0.174512,-0.273177,-27.317659,0.220145,-6.690000,4272.000000,378.000000,113.000000,-164.000000,-116.000000,9455.000000,25.500000,94.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:31.990,1.227,2.081467,-0.075848,-0.174512,-27.317659,0.220145,-6.690000,4272.000000,378.000000,113.000000,-164.000000,-116.000000,9455.000000,25.500000,94.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:32.097,1.334,0.223986,0.121480,-0.075848,-17.451236,0.022816,-12.000000,4605.750000,393.000000,118.000000,-159.000000,-109.000000,9817.000000,25.500000,98.199997,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:32.204,1.441,2.161159,0.022816,-0.174512,-37.184082,0.220145,-12.000000,4605.750000,393.000000,118.000000,-159.000000,-109.000000,9817.000000,25.500000,98.199997,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:32.313,1.550,2.198584,0.022816,-0.075848,-27.317659,0.220145,-13.840000,4812.000000,400.000000,120.000000,-156.000000,-106.000000,9987.000000,25.500000,99.900002,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:32.422,1.659,2.198584,-0.075848,-0.174512,-37.184082,0.220145,-13.840000,4812.000000,400.000000,120.000000,-156.000000,-106.000000,9987.000000,25.500000,99.900002,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:32.533,1.770,2.192420,0.121480,-0.075848,-27.317659,0.220145,-13.410000,4742.750000,399.000000,120.000000,-157.000000,-107.000000,9959.000000,25.500000,99.599998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:32.642,1.879,3.175017,-0.075848,-0.273177,-37.184082,0.318809,-13.410000,4742.750000,399.000000,120.000000,-157.000000,-107.000000,9959.000000,25.500000,99.599998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:32.751,1.988,4.063265,-0.075848,-0.174512,-37.184082,0.417473,-10.960000,4538.000000,390.000000,117.000000,-160.000000,-111.000000,9733.000000,25.500000,97.300003,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.120000,27.500000,27.760000
20:07:32.860,2.097,-0.724198,-0.174512,-0.273177,-27.317659,-0.075848,-8.640000,4337.750000,382.000000,115.000000,-162.000000,-115.000000,9548.000000,25.500000,95.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:32.975,2.212,3.986033,0.022816,-0.174512,-27.317659,0.417473,-8.640000,4337.750000,382.000000,115.000000,-162.000000,-115.000000,9548.000000,25.500000,95.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:33.079,2.316,1.990987,-0.174512,-0.371841,-47.050506,0.220145,0.240000,3888.000000,362.000000,109.000000,87.000000,-124.000000,9044.000000,25.500000,90.400002,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:33.188,2.425,1.990987,0.121480,0.022816,-17.451236,0.220145,0.240000,3888.000000,362.000000,109.000000,87.000000,-124.000000,9044.000000,25.500000,90.400002,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:33.304,2.541,1.844811,0.022816,-0.174512,-27.317659,0.220145,15.390000,3288.000000,335.000000,101.000000,77.000000,-137.000000,8380.000000,25.000000,83.800003,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.500000,27.760000
20:07:33.411,2.648,1.844811,-0.075848,-0.075848,-27.317659,0.220145,15.390000,3288.000000,335.000000,101.000000,77.000000,-137.000000,8380.000000,25.000000,83.800003,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.120000,27.500000,27.760000
20:07:33.516,2.753,1.668696,-0.075848,-0.174512,-17.451236,0.220145,41.040000,2685.750000,303.000000,91.000000,66.000000,-152.000000,7580.000000,23.000000,75.800003,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.120000,27.500000,27.760000
20:07:33.625,2.862,1.668696,0.022816,-0.075848,-7.584813,0.220145,41.040000,2685.750000,303.000000,91.000000,66.000000,-152.000000,7580.000000,23.000000,75.800003,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.120000,27.510000,27.760000
20:07:33.737,2.974,1.470125,0.022816,-0.075848,-7.584813,0.220145,75.840000,2006.750000,267.000000,80.000000,53.000000,87.000000,6678.000000,20.000000,66.800003,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:33.848,3.085,2.129005,-0.075848,-0.075848,-17.451236,0.318809,75.840000,2006.750000,267.000000,80.000000,53.000000,87.000000,6678.000000,20.000000,66.800003,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:33.954,3.191,0.693531,-0.075848,-0.174512,-7.584813,0.121480,125.750000,1425.750000,229.000000,69.000000,40.000000,68.000000,5709.000000,17.000000,57.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:34.063,3.300,1.501908,-0.075848,-0.273177,-27.317659,0.318809,109.440000,942.750000,189.000000,57.000000,26.000000,50.000000,4711.000000,14.000000,47.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.750000
20:07:34.175,3.412,1.037101,-0.075848,-0.075848,-7.584813,0.220145,109.440000,942.750000,189.000000,57.000000,26.000000,50.000000,4711.000000,14.000000,47.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:34.282,3.519,1.343460,-0.075848,-0.174512,-37.184082,0.318809,85.790000,738.000000,169.000000,51.000000,19.000000,40.000000,4214.000000,13.000000,42.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.750000
20:07:34.392,3.629,0.927689,-0.075848,-0.075848,-17.451236,0.220145,85.790000,738.000000,169.000000,51.000000,19.000000,40.000000,4214.000000,13.000000,42.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.750000
20:07:34.501,3.738,0.715250,0.022816,-0.075848,-17.451236,0.220145,45.750000,381.750000,130.000000,39.000000,5.000000,22.000000,3249.000000,10.000000,32.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.760000
20:07:34.613,3.850,0.715250,0.022816,-0.174512,-17.451236,0.220145,45.750000,381.750000,130.000000,39.000000,5.000000,22.000000,3249.000000,10.000000,32.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.110000,27.510000,27.750000
