ReadableTime,RelativeTime(s)
17:46:44.733,0.152
17:46:44.838,0.257
17:46:44.948,0.367
17:46:45.060,0.479
17:46:45.173,0.592
17:46:45.277,0.696
17:46:45.390,0.809
17:46:45.496,0.915
17:46:45.608,1.027
17:46:45.716,1.135
17:46:45.826,1.245
17:46:45.935,1.354
17:46:46.048,1.467
17:46:46.151,1.570
17:46:46.260,1.679
17:46:46.371,1.790
17:46:46.484,1.903
17:46:46.589,2.008
