ReadableTime,RelativeTime(s),SerialPort1_Modbus_Temperature_Sensor_1,SerialPort1_Modbus_Temperature_Sensor_2,SerialPort2_Modbus_Modbus_slave1_seg1,SerialPort2_Modbus_Modbus_slave1_seg2,SerialPort2_Modbus_Modbus_slave1_seg3,SerialPort2_Modbus_Modbus_slave2_seg1,SerialPort2_Modbus_Modbus_slave2_seg2,SerialPort2_Modbus_Modbus_slave2_seg3,SerialPort2_Modbus_Modbus_slave2_seg4
17:57:38.715,0.246,26.810000,27.650000,10.000000,11.000000,12.000000,,,,
17:57:38.825,0.356,26.810000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:38.934,0.465,26.810000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:39.045,0.576,26.810000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:39.151,0.682,26.810000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:39.261,0.792,26.810000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:39.374,0.905,26.810000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:39.481,1.012,26.810000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:39.588,1.119,26.810000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:39.702,1.233,26.810000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:39.811,1.342,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:39.918,1.449,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:40.026,1.557,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:40.136,1.667,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:40.248,1.779,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:40.355,1.886,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:40.463,1.994,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:40.575,2.106,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:40.682,2.213,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:40.792,2.323,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:40.901,2.432,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:41.011,2.542,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:41.124,2.655,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:41.228,2.759,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:41.338,2.869,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:41.451,2.982,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:41.559,3.090,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:41.669,3.200,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:41.778,3.309,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:41.888,3.419,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:41.998,3.529,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:42.103,3.634,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:42.214,3.745,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:42.325,3.856,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:42.435,3.966,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:42.542,4.073,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:42.653,4.184,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:42.759,4.290,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:42.873,4.404,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:42.980,4.511,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:43.089,4.620,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:43.202,4.733,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:43.311,4.842,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:43.419,4.950,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:43.525,5.056,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:43.638,5.169,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:43.748,5.279,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:43.855,5.386,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:43.965,5.496,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:44.076,5.607,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:44.186,5.717,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:44.292,5.823,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:44.400,5.931,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:44.512,6.043,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:44.619,6.150,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:44.728,6.259,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:44.839,6.370,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:44.949,6.480,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:45.058,6.589,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:45.168,6.699,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:45.275,6.806,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:45.388,6.919,26.810000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:45.499,7.030,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:45.605,7.136,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:45.715,7.246,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:45.825,7.356,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:45.932,7.463,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:46.041,7.572,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:46.153,7.684,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:46.265,7.796,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:46.374,7.905,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:46.480,8.011,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:46.589,8.120,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:46.697,8.228,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:46.810,8.341,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:46.919,8.450,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:47.027,8.558,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:47.136,8.667,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:47.248,8.779,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:47.355,8.886,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:47.465,8.996,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:47.576,9.107,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:47.685,9.216,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:47.795,9.326,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:47.900,9.431,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:48.012,9.543,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:48.125,9.656,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:48.231,9.762,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:48.338,9.869,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:48.451,9.982,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:48.562,10.093,26.820000,27.650000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:48.666,10.197,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:48.775,10.306,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:48.888,10.419,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:48.999,10.530,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:49.103,10.634,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:49.215,10.746,26.820000,27.660000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
17:57:49.324,10.855,26.820000,27.670000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
