ReadableTime,RelativeTime(s)
23:57:17.018,0.106
23:57:17.127,0.215
23:57:17.238,0.326
23:57:17.345,0.433
23:57:17.455,0.543
23:57:17.563,0.651
23:57:17.671,0.759
23:57:17.782,0.870
23:57:17.890,0.978
