ReadableTime,RelativeTime(s),engine_power,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_FuelPressure,ECU_IntakePressure,ECU_IntakeTemp,ECU_RotorTemp,ECU_Speed,ECU_SupplyVoltage,ECU_ThrottlePosition,Force_1,Force_2,Torque,engine_force,Modbus_slave1_seg1,Modbus_slave1_seg2,Modbus_slave1_seg3,Modbus_slave2_seg1,Modbus_slave2_seg2,Modbus_slave2_seg3,Modbus_slave2_seg4,Temperature_Sensor_1,Temperature_Sensor_2,Temperature_Sensor_3
19:58:50.722,0.111,-0.702430,-3.810000,4077.750000,371.000000,111.000000,-166.000000,-120.000000,9261.000000,25.500000,92.599998,-0.075848,-0.174512,-17.451236,-0.075848,,,,,,,,,,
19:58:50.829,0.218,1.905571,8.790000,3522.000000,347.000000,104.000000,81.000000,-132.000000,8656.000000,25.500000,86.599998,-0.075848,-0.273177,-47.050506,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.650000
19:58:50.939,0.328,1.905571,8.790000,3522.000000,347.000000,104.000000,81.000000,-132.000000,8656.000000,25.500000,86.599998,-0.174512,-0.273177,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.640000
19:58:51.048,0.437,1.826760,17.750000,3230.750000,332.000000,100.000000,76.000000,-138.000000,8298.000000,25.000000,83.000000,-0.075848,-0.174512,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.640000
19:58:51.162,0.551,2.645475,17.750000,3230.750000,332.000000,100.000000,76.000000,-138.000000,8298.000000,25.000000,83.000000,-0.075848,-0.174512,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.640000
19:58:51.268,0.657,1.647782,44.160000,2582.750000,300.000000,90.000000,65.000000,-154.000000,7485.000000,22.000000,74.900002,-0.075848,-0.174512,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.640000
19:58:51.378,0.767,2.386284,44.160000,2582.750000,300.000000,90.000000,65.000000,-154.000000,7485.000000,22.000000,74.900002,-0.075848,-0.075848,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.650000
19:58:51.486,0.875,2.744468,81.750000,1962.000000,263.000000,79.000000,52.000000,85.000000,6574.000000,20.000000,65.699997,-0.075848,-0.174512,-17.451236,0.417473,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.650000
19:58:51.595,0.984,2.744468,81.750000,1962.000000,263.000000,79.000000,52.000000,85.000000,6574.000000,20.000000,65.699997,-0.174512,-0.174512,-17.451236,0.417473,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.650000
19:58:51.707,1.096,1.785010,130.590000,1388.000000,224.000000,67.000000,38.000000,66.000000,5599.000000,17.000000,56.000000,-0.075848,-0.174512,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.650000
19:58:51.813,1.202,1.785010,130.590000,1388.000000,224.000000,67.000000,38.000000,66.000000,5599.000000,17.000000,56.000000,-0.174512,-0.174512,-7.584813,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.060000,27.460000,27.640000
19:58:51.922,1.311,1.466839,104.960000,881.750000,184.000000,55.000000,24.000000,47.000000,4601.000000,14.000000,46.000000,-0.075848,-0.075848,-17.451236,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.060000,27.460000,27.650000
19:58:52.031,1.420,0.796703,59.190000,510.750000,145.000000,43.000000,11.000000,29.000000,3619.000000,11.000000,36.200001,0.022816,-0.075848,-7.584813,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.060000,27.460000,27.650000
19:58:52.142,1.531,1.153769,59.190000,510.750000,145.000000,43.000000,11.000000,29.000000,3619.000000,11.000000,36.200001,0.022816,-0.075848,-17.451236,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.060000,27.460000,27.650000
19:58:52.250,1.639,1.123837,26.640000,237.750000,108.000000,32.000000,-2.000000,11.000000,2692.000000,8.000000,26.900000,0.022816,-0.075848,-27.317659,0.417473,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.060000,27.450000,27.650000
19:58:52.359,1.748,0.592629,26.640000,237.750000,108.000000,32.000000,-2.000000,11.000000,2692.000000,8.000000,26.900000,0.318809,0.022816,-7.584813,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.060000,27.460000,27.650000
19:58:52.474,1.863,0.943907,14.240000,150.750000,91.000000,27.000000,-8.000000,3.000000,2261.000000,7.000000,22.600000,0.022816,-0.174512,-27.317659,0.417473,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.060000,27.460000,27.650000
19:58:52.579,1.968,0.497747,14.240000,150.750000,91.000000,27.000000,-8.000000,3.000000,2261.000000,7.000000,22.600000,-0.075848,-0.174512,-17.451236,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.060000,27.460000,27.650000
19:58:52.688,2.077,0.473112,-3.040000,38.000000,60.000000,18.000000,-19.000000,-12.000000,1484.000000,4.000000,14.800000,0.022816,-0.075848,-17.451236,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.060000,27.460000,27.650000
19:58:52.798,2.187,-0.112559,-3.040000,38.000000,60.000000,18.000000,-19.000000,-12.000000,1484.000000,4.000000,14.800000,-0.075848,-0.174512,-17.451236,-0.075848,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.060000,27.460000,27.650000
19:58:52.911,2.300,0.270350,-12.000000,-12.000000,34.000000,10.000000,-28.000000,-24.000000,848.000000,3.000000,8.500000,-0.075848,-0.174512,-17.451236,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.650000
19:58:53.016,2.405,0.186683,-12.000000,-12.000000,34.000000,10.000000,-28.000000,-24.000000,848.000000,3.000000,8.500000,0.022816,-0.075848,-17.451236,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.650000
19:58:53.125,2.514,0.082995,-16.290000,-18.000000,15.000000,5.000000,-35.000000,-33.000000,377.000000,1.000000,3.800000,-0.075848,-0.174512,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.650000
19:58:53.235,2.624,0.157387,-16.290000,-18.000000,15.000000,5.000000,-35.000000,-33.000000,377.000000,1.000000,3.800000,-0.075848,-0.273177,-37.184082,0.417473,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,27.070000,27.460000,27.650000
