ReadableTime,RelativeTime(s),engine_power,Force_1,Force_2,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_FuelPressure,ECU_IntakePressure,ECU_IntakeTemp,ECU_RotorTemp,ECU_Speed,ECU_SupplyVoltage,ECU_ThrottlePosition,Torque,engine_force,Modbus_slave1_seg1,Modbus_slave1_seg2,Modbus_slave1_seg3,Modbus_slave2_seg1,Modbus_slave2_seg2,Modbus_slave2_seg3,Modbus_slave2_seg4,Temperature_Sensor_1,Temperature_Sensor_2,Temperature_Sensor_3
21:47:16.408,9.281,0.107806,-0.075848,-0.174512,111.710000,942.750000,189.000000,57.000000,26.000000,50.000000,4725.000000,14.000000,47.200001,-47.050506,0.022816,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.740000,27.540000
21:47:16.517,9.390,1.259667,-0.174512,-0.273177,123.360000,1464.000000,229.000000,69.000000,40.000000,69.000000,5722.000000,17.000000,57.200001,-47.050506,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.740000,27.540000
21:47:16.629,9.502,1.259667,-0.075848,-0.273177,123.360000,1464.000000,229.000000,69.000000,40.000000,69.000000,5722.000000,17.000000,57.200001,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.740000,27.530000
21:47:16.738,9.611,0.152663,-0.075848,-0.174512,75.840000,2052.000000,268.000000,80.000000,54.000000,87.000000,6691.000000,20.000000,66.900002,-17.451236,0.022816,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.740000,27.540000
21:47:16.846,9.719,2.133150,-0.075848,-0.174512,75.840000,2052.000000,268.000000,80.000000,54.000000,87.000000,6691.000000,20.000000,66.900002,-37.184082,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.740000,27.530000
21:47:16.954,9.827,1.671338,-0.075848,-0.273177,39.510000,2685.750000,304.000000,91.000000,66.000000,-152.000000,7592.000000,23.000000,75.900002,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.560000,25.740000,27.530000
21:47:17.064,9.937,1.671338,0.121480,-0.174512,39.510000,2685.750000,304.000000,91.000000,66.000000,-152.000000,7592.000000,23.000000,75.900002,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.560000,25.750000,27.530000
21:47:17.174,10.047,1.847013,0.022816,-0.273177,15.390000,3288.000000,336.000000,101.000000,77.000000,-137.000000,8390.000000,25.000000,83.900002,-47.050506,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.560000,25.750000,27.530000
21:47:17.283,10.156,1.847013,-0.075848,-0.273177,15.390000,3288.000000,336.000000,101.000000,77.000000,-137.000000,8390.000000,25.000000,83.900002,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.560000,25.750000,27.520000
21:47:17.393,10.266,1.992749,-0.075848,-0.273177,0.240000,3888.000000,362.000000,109.000000,87.000000,-124.000000,9052.000000,25.500000,90.500000,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.560000,25.750000,27.530000
21:47:17.501,10.374,1.992749,-0.075848,-0.174512,0.240000,3888.000000,362.000000,109.000000,87.000000,-124.000000,9052.000000,25.500000,90.500000,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.560000,25.750000,27.530000
21:47:17.609,10.482,5.732409,-0.075848,-0.075848,-4.560000,4142.000000,373.000000,112.000000,-165.000000,-119.000000,9324.000000,25.500000,93.199997,-37.184082,0.614801,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.530000
21:47:17.719,10.592,3.104241,-0.075848,-0.174512,-10.960000,4538.000000,390.000000,117.000000,-160.000000,-111.000000,9737.000000,25.500000,97.400002,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.530000
21:47:17.830,10.703,2.143548,-0.273177,-0.273177,-10.960000,4538.000000,390.000000,117.000000,-160.000000,-111.000000,9737.000000,25.500000,97.400002,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:17.938,10.811,2.192640,-0.075848,-0.174512,-13.410000,4742.750000,399.000000,120.000000,-157.000000,-107.000000,9960.000000,25.500000,99.599998,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:18.047,10.920,-1.738143,0.022816,-0.174512,-13.410000,4742.750000,399.000000,120.000000,-157.000000,-107.000000,9960.000000,25.500000,99.599998,-27.317659,-0.174512,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:18.157,11.030,3.183625,-0.075848,-0.174512,-13.840000,4812.000000,400.000000,120.000000,-156.000000,-106.000000,9986.000000,25.500000,99.900002,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:18.266,11.139,1.213103,-0.075848,-0.273177,-13.840000,4812.000000,400.000000,120.000000,-156.000000,-106.000000,9986.000000,25.500000,99.900002,-27.317659,0.121480,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:18.375,11.248,2.160279,-0.075848,-0.174512,-12.000000,4605.750000,393.000000,118.000000,-159.000000,-110.000000,9813.000000,25.500000,98.099998,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:18.490,11.363,2.160279,-0.075848,-0.273177,-12.000000,4605.750000,393.000000,118.000000,-159.000000,-110.000000,9813.000000,25.500000,98.099998,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:18.594,11.467,2.079926,-0.273177,-0.371841,-6.690000,4272.000000,378.000000,113.000000,-164.000000,-116.000000,9448.000000,25.500000,94.500000,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:18.705,11.578,1.147746,-0.075848,-0.174512,-6.690000,4272.000000,378.000000,113.000000,-164.000000,-116.000000,9448.000000,25.500000,94.500000,-27.317659,0.121480,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:18.813,11.686,1.960608,-0.075848,-0.174512,2.910000,3764.000000,356.000000,107.000000,85.000000,-127.000000,8906.000000,25.500000,89.099998,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:18.922,11.795,2.839311,-0.174512,-0.273177,2.910000,3764.000000,356.000000,107.000000,85.000000,-127.000000,8906.000000,25.500000,89.099998,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:19.037,11.910,1.887740,-0.075848,-0.174512,10.910000,3462.750000,343.000000,103.000000,80.000000,-133.000000,8575.000000,25.500000,85.800003,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:19.142,12.015,1.887740,-0.075848,-0.174512,10.910000,3462.750000,343.000000,103.000000,80.000000,-133.000000,8575.000000,25.500000,85.800003,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:19.250,12.123,1.719109,-0.075848,-0.174512,32.160000,2844.000000,313.000000,94.000000,69.000000,-148.000000,7809.000000,23.000000,78.099998,-17.451236,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:19.365,12.238,2.209983,-0.075848,-0.273177,66.390000,2190.750000,278.000000,83.000000,57.000000,-164.000000,6932.000000,21.000000,69.300003,-37.184082,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
21:47:19.471,12.344,2.209983,-0.075848,-0.273177,66.390000,2190.750000,278.000000,83.000000,57.000000,-164.000000,6932.000000,21.000000,69.300003,-37.184082,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.570000,25.750000,27.540000
