ReadableTime,RelativeTime(s),EfficiencyFactor,PowerEstimate,TotalTemperature,Dev1_Force_1,Dev1_Force_2,Dev1_Force_3,Dev1_Force_4,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_FuelPressure,ECU_IntakePressure,ECU_IntakeTemp,ECU_RotorTemp,ECU_Speed,ECU_SupplyVoltage,ECU_ThrottlePosition,SerialPort1_Modbus_Temperature_Sensor_1,SerialPort1_Modbus_Temperature_Sensor_2,SerialPort1_Modbus_Temperature_Sensor_3,SerialPort2_Modbus_Modbus_slave1_seg1,SerialPort2_Modbus_Modbus_slave1_seg2,SerialPort2_Modbus_Modbus_slave1_seg3,SerialPort2_Modbus_Modbus_slave2_seg1,SerialPort2_Modbus_Modbus_slave2_seg2,SerialPort2_Modbus_Modbus_slave2_seg3,SerialPort2_Modbus_Modbus_slave2_seg4
15:37:12.193,0.106,24.898219,9569.730299,2297.130000,-0.075848,-0.371841,-0.470505,0.318809,,,,,,,,,,,,,,,,,,,
15:37:12.300,0.213,24.898219,9569.730299,2297.130000,-0.174512,-0.371841,-0.470505,0.318809,,,,,,,,,,25.170000,23.850000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:12.409,0.322,24.898219,9569.730299,2297.130000,-0.075848,-0.273177,-0.569169,0.121480,,,,,,,,,,25.170000,23.850000,23.420000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:12.518,0.431,24.898219,9569.730299,2297.130000,-0.174512,-0.371841,-0.569169,0.220145,,,,,,,,,,25.170000,23.850000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:12.630,0.543,24.898219,9569.730299,2297.130000,-0.174512,-0.174512,-0.371841,0.220145,,,,,,,,,,25.180000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:12.740,0.653,24.898219,9569.730299,2297.130000,-0.075848,-0.174512,-0.569169,0.022816,,,,,,,,,,25.180000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:12.848,0.761,24.898219,9569.730299,2297.130000,-0.075848,-0.273177,-0.470505,0.220145,,,,,,,,,,25.180000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:12.957,0.870,24.898219,9569.730299,2297.130000,0.121480,-0.075848,-0.273177,0.220145,,,,,,,,,,25.170000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:13.068,0.981,24.898219,9569.730299,2297.130000,-0.075848,-0.273177,-0.371841,-0.273177,,,,,,,,,,25.170000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:13.176,1.089,24.898219,9569.730299,2297.130000,-0.075848,-0.174512,-0.371841,0.318809,,,,,,,,,,25.170000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:13.290,1.203,24.898219,9569.730299,2297.130000,-0.470505,-0.569169,-0.569169,0.220145,,,,,,,,,,25.180000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:13.394,1.307,24.898219,9569.730299,2297.130000,-0.075848,-0.273177,-0.371841,0.220145,,,,,,,,,,25.180000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:13.503,1.416,24.898219,9569.730299,2297.130000,-0.075848,-0.174512,-0.470505,0.318809,,,,,,,,,,25.180000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:13.617,1.530,24.898219,9569.730299,2297.130000,-0.075848,-0.174512,-0.371841,0.220145,,,,,,,,,,25.180000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:13.726,1.639,24.898219,9569.730299,2297.130000,0.318809,0.022816,-0.273177,0.318809,,,,,,,,,,25.180000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:13.833,1.746,24.898219,9569.730299,2297.130000,-0.075848,-0.174512,-0.371841,-0.075848,,,,,,,,,,25.180000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
15:37:13.943,1.856,24.898219,9569.730299,2297.130000,0.121480,-0.174512,-0.273177,0.318809,,,,,,,,,,25.180000,23.860000,23.430000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
