ReadableTime,RelativeTime(s),engine_power,Force_1,Force_2,Torque,engine_force,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_FuelPressure,ECU_IntakePressure,ECU_IntakeTemp,ECU_RotorTemp,ECU_Speed,ECU_SupplyVoltage,ECU_ThrottlePosition,Modbus_slave1_seg1,Modbus_slave1_seg2,Modbus_slave1_seg3,Modbus_slave2_seg1,Modbus_slave2_seg2,Modbus_slave2_seg3,Modbus_slave2_seg4,Temperature_Sensor_1,Temperature_Sensor_2,Temperature_Sensor_3
22:27:05.563,0.079,0.117593,,,,,,,,,,,,,,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.480000,26.570000
22:27:05.673,0.189,0.056002,0.022816,-0.174512,-37.184082,0.121480,-15.690000,-18.250000,19.000000,6.000000,-34.000000,-31.000000,461.000000,1.000000,4.600000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.480000,26.570000
22:27:05.782,0.298,0.101487,-0.174512,-0.273177,-37.184082,0.220145,-15.690000,-18.250000,19.000000,6.000000,-34.000000,-31.000000,461.000000,1.000000,4.600000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.480000,26.570000
22:27:05.891,0.407,-0.010239,-0.075848,-0.174512,-37.184082,-0.075848,-17.610000,-18.000000,6.000000,2.000000,-38.000000,-37.000000,135.000000,0.000000,1.300000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.480000,26.570000
22:27:06.005,0.521,0.016400,-0.075848,-0.273177,-37.184082,0.121480,-17.610000,-18.000000,6.000000,2.000000,-38.000000,-37.000000,135.000000,0.000000,1.300000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.480000,26.570000
22:27:06.110,0.626,0.000660,-0.075848,-0.075848,-27.317659,0.220145,-18.000000,-18.000000,0.000000,0.000000,-40.000000,-40.000000,3.000000,0.000000,0.000000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.480000,26.570000
22:27:06.219,0.735,0.000956,-0.075848,-0.273177,-37.184082,0.318809,-18.000000,-18.000000,0.000000,0.000000,-40.000000,-40.000000,3.000000,0.000000,0.000000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.480000,26.570000
22:27:06.331,0.847,0.002422,-0.075848,-0.174512,-27.317659,0.220145,-18.000000,-18.000000,1.000000,0.000000,-40.000000,-40.000000,11.000000,0.000000,0.100000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.480000,26.570000
22:27:06.439,0.955,0.002422,-0.075848,-0.174512,-37.184082,0.220145,-18.000000,-18.000000,1.000000,0.000000,-40.000000,-40.000000,11.000000,0.000000,0.100000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.480000,26.570000
22:27:06.548,1.064,0.039186,-0.075848,-0.174512,-27.317659,0.220145,-17.440000,-18.000000,7.000000,2.000000,-38.000000,-37.000000,178.000000,1.000000,1.800000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.480000,26.570000
22:27:06.658,1.174,0.039186,-0.075848,-0.174512,-27.317659,0.220145,-17.440000,-18.000000,7.000000,2.000000,-38.000000,-37.000000,178.000000,1.000000,1.800000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.480000,26.570000
22:27:06.768,1.284,0.117997,-0.075848,-0.273177,-37.184082,0.220145,-15.360000,-18.000000,22.000000,6.000000,-32.000000,-30.000000,536.000000,2.000000,5.400000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.470000,26.570000
22:27:06.878,1.394,0.170882,0.121480,-0.075848,-37.184082,0.318809,-15.360000,-18.000000,22.000000,6.000000,-32.000000,-30.000000,536.000000,2.000000,5.400000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.470000,26.570000
22:27:06.986,1.502,0.341763,-0.075848,-0.273177,-56.916929,0.318809,-9.250000,2.000000,43.000000,13.000000,-25.000000,-20.000000,1072.000000,3.000000,10.700000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.470000,26.570000
22:27:07.095,1.611,0.736840,-0.075848,-0.273177,-47.050506,0.417473,2.910000,72.000000,71.000000,21.000000,-15.000000,-6.000000,1765.000000,5.000000,17.700001,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.470000,26.570000
22:27:07.205,1.721,0.388555,-0.174512,-0.371841,-47.050506,0.220145,2.910000,72.000000,71.000000,21.000000,-15.000000,-6.000000,1765.000000,5.000000,17.700001,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.470000,26.570000
22:27:07.315,1.831,0.824758,-0.075848,-0.371841,-37.184082,0.318809,24.000000,222.000000,104.000000,31.000000,-4.000000,9.000000,2587.000000,8.000000,25.900000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.470000,26.570000
22:27:07.422,1.938,0.824758,-0.075848,-0.273177,-37.184082,0.318809,24.000000,222.000000,104.000000,31.000000,-4.000000,9.000000,2587.000000,8.000000,25.900000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.470000,26.570000
22:27:07.533,2.049,0.771827,-0.075848,-0.174512,-47.050506,0.220145,55.710000,465.750000,140.000000,42.000000,9.000000,27.000000,3506.000000,11.000000,35.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.470000,26.570000
22:27:07.642,2.158,0.771827,-0.075848,-0.273177,-47.050506,0.220145,55.710000,465.750000,140.000000,42.000000,9.000000,27.000000,3506.000000,11.000000,35.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.470000,26.570000
22:27:07.751,2.267,0.878157,-0.174512,-0.273177,-56.916929,0.220145,75.840000,632.000000,160.000000,48.000000,16.000000,36.000000,3989.000000,12.000000,39.900002,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.470000,26.570000
22:27:07.860,2.376,0.878157,0.022816,-0.273177,-37.184082,0.220145,75.840000,632.000000,160.000000,48.000000,16.000000,36.000000,3989.000000,12.000000,39.900002,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.470000,26.570000
22:27:07.970,2.486,1.096760,-0.174512,-0.174512,-37.184082,0.220145,125.750000,1070.750000,200.000000,60.000000,30.000000,55.000000,4982.000000,15.000000,49.799999,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.470000,26.570000
22:27:08.079,2.595,1.096760,-0.075848,-0.174512,-37.184082,0.220145,125.750000,1070.750000,200.000000,60.000000,30.000000,55.000000,4982.000000,15.000000,49.799999,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.470000,26.570000
22:27:08.189,2.705,0.725966,-0.075848,-0.273177,-27.317659,0.121480,111.710000,1581.750000,239.000000,72.000000,44.000000,74.000000,5976.000000,18.000000,59.799999,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:08.300,2.816,0.841980,-0.174512,-0.273177,-37.184082,0.121480,66.390000,2190.750000,277.000000,83.000000,57.000000,-164.000000,6931.000000,21.000000,69.300003,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:08.410,2.926,1.525822,-0.075848,-0.273177,-47.050506,0.220145,66.390000,2190.750000,277.000000,83.000000,57.000000,-164.000000,6931.000000,21.000000,69.300003,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:08.517,3.033,1.719109,-0.075848,-0.174512,-37.184082,0.220145,32.160000,2844.000000,313.000000,94.000000,69.000000,-148.000000,7809.000000,23.000000,78.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:08.627,3.143,1.719109,0.022816,-0.174512,-37.184082,0.220145,32.160000,2844.000000,313.000000,94.000000,69.000000,-148.000000,7809.000000,23.000000,78.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:08.736,3.252,1.887520,-0.075848,-0.273177,-27.317659,0.220145,10.910000,3462.750000,343.000000,103.000000,80.000000,-133.000000,8574.000000,25.500000,85.699997,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:08.845,3.361,1.041572,-0.075848,-0.273177,-27.317659,0.121480,10.910000,3462.750000,343.000000,103.000000,80.000000,-133.000000,8574.000000,25.500000,85.699997,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:08.956,3.472,2.024890,-0.075848,-0.174512,-27.317659,0.220145,-3.040000,4014.000000,368.000000,110.000000,-167.000000,-121.000000,9198.000000,25.500000,92.000000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:09.063,3.579,2.932403,-0.075848,-0.174512,-27.317659,0.318809,-3.040000,4014.000000,368.000000,110.000000,-167.000000,-121.000000,9198.000000,25.500000,92.000000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:09.172,3.688,2.079926,-0.075848,-0.174512,-37.184082,0.220145,-6.690000,4272.000000,378.000000,113.000000,-164.000000,-116.000000,9448.000000,25.500000,94.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:09.282,3.798,2.079926,-0.174512,-0.174512,-27.317659,0.220145,-6.690000,4272.000000,378.000000,113.000000,-164.000000,-116.000000,9448.000000,25.500000,94.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.140000,25.460000,26.570000
22:27:09.392,3.908,2.160279,-0.075848,-0.273177,-27.317659,0.220145,-12.000000,4605.750000,393.000000,118.000000,-159.000000,-110.000000,9813.000000,25.500000,98.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.460000,26.570000
22:27:09.500,4.016,2.160279,0.318809,0.022816,-27.317659,0.220145,-12.000000,4605.750000,393.000000,118.000000,-159.000000,-110.000000,9813.000000,25.500000,98.099998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.460000,26.570000
22:27:09.610,4.126,2.198364,-0.075848,-0.174512,-27.317659,0.220145,-13.840000,4812.000000,400.000000,120.000000,-156.000000,-106.000000,9986.000000,25.500000,99.900002,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.460000,26.570000
22:27:09.720,4.236,2.192860,-0.075848,-0.174512,-27.317659,0.220145,-13.410000,4742.750000,399.000000,120.000000,-157.000000,-107.000000,9961.000000,25.500000,99.599998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.460000,26.570000
22:27:09.833,4.349,2.192860,-0.075848,-0.273177,-27.317659,0.220145,-13.410000,4742.750000,399.000000,120.000000,-157.000000,-107.000000,9961.000000,25.500000,99.599998,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.150000,25.460000,26.570000
