ReadableTime,RelativeTime(s),SerialPort1_Modbus_Temperature_Sensor_1,SerialPort1_Modbus_Temperature_Sensor_2,SerialPort2_Modbus_Modbus_slave1_seg1,SerialPort2_Modbus_Modbus_slave1_seg2,SerialPort2_Modbus_Modbus_slave1_seg3,SerialPort2_Modbus_Modbus_slave2_seg1,SerialPort2_Modbus_Modbus_slave2_seg2,SerialPort2_Modbus_Modbus_slave2_seg3,SerialPort2_Modbus_Modbus_slave2_seg4
18:19:42.903,0.177,,,,,,,,,
18:19:43.012,0.286,,,,,,,,,
18:19:43.121,0.395,27.200000,28.110000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:43.231,0.505,27.200000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:43.339,0.613,27.210000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:43.447,0.721,27.210000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:43.557,0.831,27.210000,28.110000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:43.668,0.942,27.210000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:43.779,1.053,27.210000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:43.887,1.161,27.210000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:43.996,1.270,27.210000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:44.105,1.379,27.200000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:44.219,1.493,27.200000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:44.325,1.599,27.200000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:44.432,1.706,27.200000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:44.541,1.815,27.200000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
18:19:44.654,1.928,27.200000,28.120000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
