ReadableTime,RelativeTime(s),EfficiencyFactor,PowerEstimate,TotalTemperature,Dev1_Force_1,Dev1_Force_2,Dev1_Force_3,Dev1_Force_4,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_FuelPressure,ECU_IntakePressure,ECU_IntakeTemp,ECU_RotorTemp,ECU_Speed,ECU_SupplyVoltage,ECU_ThrottlePosition,SerialPort1_Modbus_Temperature_Sensor_1,SerialPort1_Modbus_Temperature_Sensor_2,SerialPort1_Modbus_Temperature_Sensor_3,SerialPort2_Modbus_Modbus_slave1_seg1,SerialPort2_Modbus_Modbus_slave1_seg2,SerialPort2_Modbus_Modbus_slave1_seg3,SerialPort2_Modbus_Modbus_slave2_seg1,SerialPort2_Modbus_Modbus_slave2_seg2,SerialPort2_Modbus_Modbus_slave2_seg3,SerialPort2_Modbus_Modbus_slave2_seg4
19:00:33.097,0.049,23.058824,15.288000,-17.145000,,,,,-16.290000,-18.000000,16.000000,5.000000,-35.000000,-33.000000,392.000000,1.000000,3.900000,,,,,,,20.000000,21.000000,22.000000,23.000000
19:00:33.211,0.163,23.058824,15.288000,-17.145000,0.220145,0.121480,-0.174512,0.220145,-16.290000,-18.000000,16.000000,5.000000,-35.000000,-33.000000,392.000000,1.000000,3.900000,27.040000,26.840000,26.780000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
19:00:33.317,0.269,24.166667,75.689998,-10.625000,-0.075848,-0.174512,-0.371841,0.121480,-12.000000,-9.250000,35.000000,10.000000,-28.000000,-23.000000,870.000000,3.000000,8.700000,27.030000,26.840000,26.780000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
19:00:33.429,0.381,24.166667,75.689998,-10.625000,-0.075848,-0.273177,-0.273177,-0.075848,-12.000000,-9.250000,35.000000,10.000000,-28.000000,-23.000000,870.000000,3.000000,8.700000,27.040000,26.840000,26.780000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
19:00:33.535,0.487,24.416667,137.123998,-0.630000,-0.075848,-0.075848,-0.174512,0.220145,-8.010000,6.750000,47.000000,14.000000,-24.000000,-18.000000,1172.000000,4.000000,11.700000,27.030000,26.840000,26.780000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
19:00:33.647,0.599,24.416667,137.123998,-0.630000,-0.174512,-0.174512,-0.174512,0.318809,-8.010000,6.750000,47.000000,14.000000,-24.000000,-18.000000,1172.000000,4.000000,11.700000,27.040000,26.840000,26.780000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
19:00:33.754,0.706,24.506494,356.642993,48.395000,-0.075848,-0.174512,-0.075848,0.220145,4.790000,92.000000,76.000000,23.000000,-14.000000,-4.000000,1887.000000,6.000000,18.900000,27.040000,26.840000,26.780000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
19:00:33.866,0.818,24.506494,356.642993,48.395000,-0.075848,-0.075848,-0.273177,0.417473,4.790000,92.000000,76.000000,23.000000,-14.000000,-4.000000,1887.000000,6.000000,18.900000,27.040000,26.840000,26.780000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
19:00:33.972,0.924,24.790909,744.470979,140.995000,0.022816,-0.075848,-0.075848,0.318809,27.990000,254.000000,109.000000,33.000000,-2.000000,12.000000,2727.000000,8.000000,27.299999,27.040000,26.840000,26.780000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
19:00:34.081,1.033,24.790909,744.470979,140.995000,0.022816,-0.075848,-0.075848,0.318809,27.990000,254.000000,109.000000,33.000000,-2.000000,12.000000,2727.000000,8.000000,27.299999,27.040000,26.840000,26.780000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
