ReadableTime,RelativeTime(s)
17:12:02.448,0.097
17:12:02.561,0.210
17:12:02.667,0.316
17:12:02.777,0.426
17:12:02.890,0.539
17:12:02.995,0.644
17:12:03.107,0.756
17:12:03.215,0.864
17:12:03.322,0.971
17:12:03.436,1.085
17:12:03.546,1.195
17:12:03.651,1.300
17:12:03.759,1.408
17:12:03.871,1.520
17:12:03.983,1.632
17:12:04.089,1.738
17:12:04.198,1.847
17:12:04.306,1.955
17:12:04.418,2.067
17:12:04.527,2.176
