ReadableTime,RelativeTime(s),Dev1_Strain_Gauge_1,Dev1_Strain_Gauge_2,Dev1_Temperature_TC1,Dev1_Vibration_X,Dev1_Vibration_Y,SerialPort1_Modbus_Temperature_Sensor_1,SerialPort1_Modbus_Temperature_Sensor_2,SerialPort2_Modbus_Modbus_slave1_seg1,SerialPort2_Modbus_Modbus_slave1_seg2,SerialPort2_Modbus_Modbus_slave1_seg3,SerialPort2_Modbus_Modbus_slave2_seg1,SerialPort2_Modbus_Modbus_slave2_seg2,SerialPort2_Modbus_Modbus_slave2_seg3,SerialPort2_Modbus_Modbus_slave2_seg4
23:27:28.249,0.069,1.581132,-9.100018,0.001141,-0.013659,-0.018592,,,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:28.358,0.178,1.581132,-9.100018,0.001141,-0.013659,-0.023525,25.980000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:28.468,0.288,1.095992,-9.100018,0.001141,-0.013659,-0.018592,25.980000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:28.578,0.398,2.067245,-9.100018,-0.003792,-0.018592,-0.018592,25.970000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:28.687,0.507,1.581132,-9.100018,0.001141,-0.013659,-0.013659,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:28.796,0.616,1.581132,-9.100018,0.001141,-0.013659,-0.018592,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:28.908,0.728,1.581132,-9.100041,-0.003792,-0.013659,-0.018592,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:29.015,0.835,1.581132,-9.100018,-0.003792,-0.013659,-0.018592,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:29.124,0.944,1.581132,-9.100018,0.006074,-0.008726,-0.008726,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:29.234,1.054,0.128632,-9.100018,0.001141,-0.013659,-0.018592,25.980000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:29.343,1.163,2.554332,-9.100018,0.001141,-0.013659,-0.018592,25.970000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:29.452,1.272,1.581132,-9.100018,-0.003792,-0.018592,-0.018592,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:29.562,1.382,1.581132,-9.099948,0.011007,-0.013659,-0.018592,25.970000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:29.671,1.491,1.581132,-9.100018,0.001141,-0.013659,-0.018592,25.970000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:29.784,1.604,2.067245,-9.100018,0.001141,-0.008726,-0.013659,25.980000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:29.890,1.710,2.067245,-9.100018,0.001141,-0.008726,-0.008726,25.980000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:30.002,1.822,1.095992,-9.100018,0.001141,-0.013659,-0.013659,25.970000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:30.110,1.930,3.042392,-9.100018,0.001141,-0.013659,-0.008726,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:30.217,2.037,1.581132,-9.099995,0.011007,-0.008726,-0.008726,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:30.330,2.150,0.611825,-9.100064,0.001141,-0.008726,-0.008726,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:30.437,2.257,0.611825,-9.099995,0.006074,-0.008726,-0.008726,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:30.548,2.368,1.581132,-9.100018,0.001141,-0.018592,-0.013659,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:30.662,2.482,1.095992,-9.100018,0.001141,-0.013659,-0.013659,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:30.768,2.588,2.554332,-9.099971,0.015940,0.001141,0.001141,25.970000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:30.874,2.694,-1.315107,-9.100157,-0.028458,-0.038325,-0.038325,25.970000,25.760000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:30.984,2.804,0.128632,-9.100087,-0.013659,-0.023525,-0.028458,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:31.096,2.916,-0.834834,-9.100157,-0.023525,-0.038325,-0.038325,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:31.202,3.022,-0.834834,-9.100134,-0.023525,-0.038325,-0.038325,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:31.312,3.132,0.128632,-9.100134,-0.018592,-0.033392,-0.038325,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:31.423,3.243,5.004369,-9.099879,0.030740,0.015940,0.015940,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:31.535,3.355,3.042392,-9.100018,0.001141,-0.013659,-0.013659,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:31.645,3.465,2.067245,-9.100018,0.001141,-0.013659,-0.013659,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
23:27:31.751,3.571,1.581132,-9.100018,0.001141,-0.008726,-0.013659,25.970000,25.770000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
