ReadableTime,RelativeTime(s),SerialPort1_Modbus_Temperature_Sensor_1,SerialPort1_Modbus_Temperature_Sensor_2,SerialPort2_Modbus_Modbus_slave1_seg1,SerialPort2_Modbus_Modbus_slave1_seg2,SerialPort2_Modbus_Modbus_slave1_seg3,SerialPort2_Modbus_Modbus_slave2_seg1,SerialPort2_Modbus_Modbus_slave2_seg2,SerialPort2_Modbus_Modbus_slave2_seg3,SerialPort2_Modbus_Modbus_slave2_seg4
22:55:35.762,2.024,,,,,,20.000000,21.000000,22.000000,23.000000
22:55:35.870,2.132,25.420000,25.190000,,,,20.000000,21.000000,22.000000,23.000000
22:55:35.979,2.241,25.420000,25.190000,,,,20.000000,21.000000,22.000000,23.000000
22:55:36.089,2.351,25.420000,25.190000,,,,20.000000,21.000000,22.000000,23.000000
22:55:36.201,2.463,25.420000,25.190000,,,,20.000000,21.000000,22.000000,23.000000
22:55:36.306,2.568,25.420000,25.190000,,,,20.000000,21.000000,22.000000,23.000000
22:55:36.416,2.678,25.420000,25.190000,,,,20.000000,21.000000,22.000000,23.000000
22:55:36.528,2.790,25.420000,25.190000,,,,20.000000,21.000000,22.000000,23.000000
22:55:36.635,2.897,25.420000,25.190000,,,,20.000000,21.000000,22.000000,23.000000
22:55:36.746,3.008,25.420000,25.190000,,,,20.000000,21.000000,22.000000,23.000000
22:55:36.853,3.115,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:36.963,3.225,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:37.072,3.334,25.420000,25.200000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:37.184,3.446,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:37.290,3.552,25.420000,25.200000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:37.405,3.667,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:37.509,3.771,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:37.622,3.884,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:37.730,3.992,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:37.838,4.100,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:37.947,4.209,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:38.056,4.318,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:38.167,4.429,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:38.278,4.540,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:38.385,4.647,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:38.494,4.756,25.420000,25.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:38.604,4.866,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:38.715,4.977,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:38.822,5.084,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:38.931,5.193,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:39.042,5.304,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:39.152,5.414,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:39.260,5.522,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:39.370,5.632,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:39.479,5.741,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:39.588,5.850,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:39.698,5.960,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:39.806,6.068,25.420000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:39.916,6.178,25.410000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:40.027,6.289,25.410000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:40.140,6.402,25.410000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:40.245,6.507,25.410000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:40.356,6.618,25.410000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
22:55:40.464,6.726,25.410000,25.180000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
