ReadableTime,RelativeTime(s),SerialPort1_Modbus_Temperature_Sensor_1,SerialPort1_Modbus_Temperature_Sensor_2,SerialPort2_Modbus_Modbus_slave1_seg1,SerialPort2_Modbus_Modbus_slave1_seg2,SerialPort2_Modbus_Modbus_slave1_seg3,SerialPort2_Modbus_Modbus_slave2_seg1,SerialPort2_Modbus_Modbus_slave2_seg2,SerialPort2_Modbus_Modbus_slave2_seg3,SerialPort2_Modbus_Modbus_slave2_seg4
21:02:26.651,0.049,,,,,,20.000000,21.000000,22.000000,23.000000
21:02:26.760,0.158,24.050000,23.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:26.874,0.272,24.050000,23.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:26.980,0.378,24.050000,23.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:27.088,0.486,24.050000,23.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:27.202,0.600,24.050000,23.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:27.308,0.706,24.050000,23.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:27.419,0.817,24.050000,23.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:27.527,0.925,24.050000,23.190000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:27.635,1.033,24.050000,23.200000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:27.749,1.147,24.060000,23.200000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:27.853,1.251,24.060000,23.200000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:27.964,1.362,24.060000,23.200000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
21:02:28.074,1.472,24.060000,23.200000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
