ReadableTime,RelativeTime(s),engine_power,Dev1_Force_1,Dev1_Force_2,Dev1_Torque,Dev1_engine_force,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_FuelPressure,ECU_IntakePressure,ECU_IntakeTemp,ECU_RotorTemp,ECU_Speed,ECU_SupplyVoltage,ECU_ThrottlePosition,SerialPort1_Modbus_Temperature_Sensor_1,SerialPort1_Modbus_Temperature_Sensor_2,SerialPort1_Modbus_Temperature_Sensor_3,SerialPort2_Modbus_Modbus_slave1_seg1,SerialPort2_Modbus_Modbus_slave1_seg2,SerialPort2_Modbus_Modbus_slave1_seg3,SerialPort2_Modbus_Modbus_slave2_seg1,SerialPort2_Modbus_Modbus_slave2_seg2,SerialPort2_Modbus_Modbus_slave2_seg3,SerialPort2_Modbus_Modbus_slave2_seg4
01:58:01.445,6.785,0.000000,-0.174512,-0.371841,-0.273177,0.318809,-12.490000,4674.000000,396.000000,119.000000,-158.000000,-108.000000,9890.000000,25.500000,98.900002,26.200000,25.430000,25.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:01.551,6.891,0.000000,-0.075848,-0.273177,-0.273177,0.220145,-8.640000,4404.000000,384.000000,115.000000,-162.000000,-114.000000,9586.000000,25.500000,95.900002,26.200000,25.430000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:01.659,6.999,0.000000,-0.174512,-0.273177,-0.371841,0.121480,-8.640000,4404.000000,384.000000,115.000000,-162.000000,-114.000000,9586.000000,25.500000,95.900002,26.200000,25.430000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:01.771,7.111,0.000000,-0.075848,-0.174512,-0.273177,0.318809,-0.610000,3950.750000,364.000000,109.000000,87.000000,-123.000000,9099.000000,25.500000,91.000000,26.200000,25.430000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:01.878,7.218,0.000000,-0.075848,-0.174512,-0.273177,0.220145,-0.610000,3950.750000,364.000000,109.000000,87.000000,-123.000000,9099.000000,25.500000,91.000000,26.200000,25.430000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:01.989,7.329,0.000000,-0.174512,-0.174512,-0.273177,0.121480,5.760000,3642.000000,352.000000,106.000000,83.000000,-129.000000,8792.000000,25.500000,87.900002,26.200000,25.430000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:02.097,7.437,0.000000,0.022816,-0.174512,-0.371841,0.121480,5.760000,3642.000000,352.000000,106.000000,83.000000,-129.000000,8792.000000,25.500000,87.900002,26.210000,25.430000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:02.207,7.547,0.000000,0.022816,-0.174512,-0.470505,0.220145,24.000000,3062.000000,323.000000,97.000000,73.000000,-143.000000,8070.000000,24.000000,80.699997,26.210000,25.430000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:02.315,7.655,0.000000,-0.075848,-0.371841,-0.569169,0.022816,24.000000,3062.000000,323.000000,97.000000,73.000000,-143.000000,8070.000000,24.000000,80.699997,26.210000,25.420000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:02.425,7.765,0.000000,-0.075848,-0.273177,-0.470505,0.220145,54.000000,2382.750000,289.000000,87.000000,61.000000,-159.000000,7224.000000,22.000000,72.199997,26.210000,25.420000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
