ReadableTime,RelativeTime(s)
23:53:28.942,0.039
23:53:29.048,0.145
23:53:29.161,0.258
23:53:29.265,0.362
23:53:29.374,0.471
23:53:29.485,0.582
23:53:29.598,0.695
23:53:29.705,0.802
23:53:29.813,0.910
23:53:29.924,1.021
23:53:30.035,1.132
23:53:30.140,1.237
23:53:30.249,1.346
23:53:30.361,1.458
23:53:30.474,1.571
23:53:30.582,1.679
23:53:30.687,1.784
