ReadableTime,RelativeTime(s)
00:04:48.049,0.069
00:04:48.155,0.175
00:04:48.267,0.287
00:04:48.374,0.394
00:04:48.489,0.509
00:04:48.595,0.615
00:04:48.703,0.723
00:04:48.815,0.835
00:04:48.922,0.942
00:04:49.032,1.052
00:04:49.142,1.162
00:04:49.251,1.271
00:04:49.364,1.384
00:04:49.468,1.488
00:04:49.579,1.599
00:04:49.688,1.708
