ReadableTime,RelativeTime(s),engine_power,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_FuelPressure,ECU_IntakePressure,ECU_IntakeTemp,ECU_RotorTemp,ECU_Speed,ECU_SupplyVoltage,ECU_ThrottlePosition,Force_1,Force_2,Torque,engine_force,Modbus_slave1_seg1,Modbus_slave1_seg2,Modbus_slave1_seg3,Modbus_slave2_seg1,Modbus_slave2_seg2,Modbus_slave2_seg3,Modbus_slave2_seg4,Temperature_Sensor_1,Temperature_Sensor_2,Temperature_Sensor_3
21:53:06.111,0.049,0.024892,2.910000,72.000000,72.000000,21.000000,-15.000000,-6.000000,1788.000000,5.000000,17.900000,,,,,,,,20.000000,21.000000,22.000000,23.000000,,,
21:53:06.219,0.157,0.393618,2.910000,72.000000,72.000000,21.000000,-15.000000,-6.000000,1788.000000,5.000000,17.900000,-0.075848,-0.174512,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.330000
21:53:06.331,0.269,0.317550,24.000000,222.000000,105.000000,31.000000,-3.000000,10.000000,2614.000000,8.000000,26.100000,0.022816,-0.174512,-27.317659,0.121480,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.330000
21:53:06.439,0.377,0.059641,24.000000,222.000000,105.000000,31.000000,-3.000000,10.000000,2614.000000,8.000000,26.100000,0.022816,-0.174512,-27.317659,0.022816,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.400000,25.690000,27.330000
21:53:06.547,0.485,0.429312,55.710000,488.000000,142.000000,42.000000,9.000000,27.000000,3534.000000,11.000000,35.299999,0.318809,0.022816,-17.451236,0.121480,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.330000
21:53:06.657,0.595,1.126670,55.710000,488.000000,142.000000,42.000000,9.000000,27.000000,3534.000000,11.000000,35.299999,-0.075848,-0.174512,-37.184082,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.330000
21:53:06.766,0.704,0.993512,100.560000,852.000000,181.000000,54.000000,23.000000,46.000000,4513.000000,14.000000,45.099998,-0.075848,-0.174512,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.400000,25.690000,27.330000
21:53:06.879,0.817,0.548241,100.560000,852.000000,181.000000,54.000000,23.000000,46.000000,4513.000000,14.000000,45.099998,-0.075848,-0.273177,-37.184082,0.121480,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.330000
21:53:06.985,0.923,1.213437,135.510000,1314.000000,221.000000,66.000000,37.000000,65.000000,5512.000000,17.000000,55.099998,-0.075848,-0.174512,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.400000,25.690000,27.340000
21:53:07.094,1.032,1.428738,85.790000,1917.750000,260.000000,78.000000,51.000000,83.000000,6490.000000,19.000000,64.900002,-0.075848,-0.174512,-37.184082,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.400000,25.690000,27.340000
21:53:07.203,1.141,1.428738,85.790000,1917.750000,260.000000,78.000000,51.000000,83.000000,6490.000000,19.000000,64.900002,0.022816,-0.273177,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.340000
21:53:07.315,1.253,2.218590,64.560000,2238.000000,279.000000,84.000000,57.000000,-164.000000,6959.000000,21.000000,69.599998,-0.075848,-0.174512,-37.184082,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.340000
21:53:07.423,1.361,1.531986,64.560000,2238.000000,279.000000,84.000000,57.000000,-164.000000,6959.000000,21.000000,69.599998,-0.075848,-0.273177,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.340000
21:53:07.533,1.471,3.270484,32.160000,2844.000000,314.000000,94.000000,70.000000,-147.000000,7834.000000,24.000000,78.300003,-0.174512,-0.273177,-37.184082,0.417473,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.340000
21:53:07.643,1.581,1.724613,32.160000,2844.000000,314.000000,94.000000,70.000000,-147.000000,7834.000000,24.000000,78.300003,-0.075848,-0.174512,-47.050506,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.340000
21:53:07.750,1.688,4.816355,32.160000,2844.000000,314.000000,94.000000,70.000000,-147.000000,7834.000000,24.000000,78.300003,-0.075848,-0.174512,-27.317659,0.614801,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.340000
21:53:07.860,1.798,1.892143,9.840000,3462.750000,344.000000,103.000000,80.000000,-133.000000,8595.000000,25.500000,86.000000,-0.075848,-0.174512,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.340000
21:53:07.969,1.907,2.028412,-3.040000,4077.750000,369.000000,111.000000,-167.000000,-121.000000,9214.000000,25.500000,92.099998,-0.075848,-0.174512,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.690000,27.340000
21:53:08.079,2.017,2.028412,-3.040000,4077.750000,369.000000,111.000000,-167.000000,-121.000000,9214.000000,25.500000,92.099998,-0.075848,-0.174512,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.340000
21:53:08.194,2.132,3.081287,-9.840000,4470.750000,387.000000,116.000000,-161.000000,-112.000000,9665.000000,25.500000,96.599998,-0.371841,-0.371841,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:08.297,2.235,2.127697,-9.840000,4470.750000,387.000000,116.000000,-161.000000,-112.000000,9665.000000,25.500000,96.599998,-0.174512,-0.371841,-47.050506,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:08.406,2.344,2.185815,-12.960000,4742.750000,397.000000,119.000000,-157.000000,-107.000000,9929.000000,25.500000,99.300003,0.220145,-0.075848,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:08.517,2.455,3.187132,-13.840000,4812.000000,400.000000,120.000000,-156.000000,-106.000000,9997.000000,25.500000,100.000000,-0.075848,-0.174512,-17.451236,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:08.625,2.563,0.228093,-13.840000,4812.000000,400.000000,120.000000,-156.000000,-106.000000,9997.000000,25.500000,100.000000,-0.075848,-0.174512,-27.317659,0.022816,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:08.736,2.674,2.191979,-13.410000,4742.750000,399.000000,119.000000,-157.000000,-107.000000,9957.000000,25.500000,99.599998,-0.075848,-0.174512,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:08.849,2.787,3.174379,-13.410000,4742.750000,399.000000,119.000000,-157.000000,-107.000000,9957.000000,25.500000,99.599998,-0.075848,-0.174512,-17.451236,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:08.954,2.892,-0.737775,-10.960000,4538.000000,389.000000,117.000000,-160.000000,-111.000000,9727.000000,25.500000,97.300003,-0.075848,-0.174512,-27.317659,-0.075848,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:09.063,3.001,5.020467,-10.960000,4538.000000,389.000000,117.000000,-160.000000,-111.000000,9727.000000,25.500000,97.300003,0.022816,-0.174512,-27.317659,0.516137,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:09.174,3.112,3.886674,-4.560000,4142.000000,373.000000,112.000000,-166.000000,-119.000000,9310.000000,25.500000,93.099998,-0.075848,-0.174512,-27.317659,0.417473,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:09.283,3.221,2.968110,-4.560000,4142.000000,373.000000,112.000000,-166.000000,-119.000000,9310.000000,25.500000,93.099998,-0.075848,-0.174512,-37.184082,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:09.393,3.331,0.198956,6.750000,3581.750000,349.000000,105.000000,82.000000,-130.000000,8720.000000,25.500000,87.199997,0.022816,-0.174512,-17.451236,0.022816,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:09.503,3.441,3.640365,6.750000,3581.750000,349.000000,105.000000,82.000000,-130.000000,8720.000000,25.500000,87.199997,-0.075848,-0.273177,-27.317659,0.417473,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:09.612,3.550,2.544732,26.640000,3006.750000,320.000000,96.000000,72.000000,-144.000000,7982.000000,24.000000,79.800003,-0.075848,-0.174512,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:09.725,3.663,1.757194,26.640000,3006.750000,320.000000,96.000000,72.000000,-144.000000,7982.000000,24.000000,79.800003,0.121480,-0.075848,-17.451236,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:09.829,3.767,1.568750,57.440000,2334.000000,285.000000,86.000000,60.000000,-161.000000,7126.000000,21.000000,71.300003,-0.075848,-0.174512,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.400000,25.680000,27.330000
21:53:09.940,3.878,2.271832,57.440000,2334.000000,285.000000,86.000000,60.000000,-161.000000,7126.000000,21.000000,71.300003,-0.075848,-0.174512,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:10.048,3.986,1.361374,100.560000,1704.000000,248.000000,74.000000,47.000000,77.000000,6184.000000,19.000000,61.799999,0.022816,-0.174512,-17.451236,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:10.161,4.099,1.253283,125.750000,1425.750000,228.000000,68.000000,40.000000,68.000000,5693.000000,17.000000,56.900002,0.318809,0.022816,-17.451236,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.680000,27.330000
21:53:10.267,4.205,0.129892,125.750000,1425.750000,228.000000,68.000000,40.000000,68.000000,5693.000000,17.000000,56.900002,0.022816,-0.075848,-27.317659,0.022816,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:10.383,4.321,1.497126,109.440000,942.750000,188.000000,56.000000,26.000000,49.000000,4696.000000,14.000000,47.000000,-0.075848,-0.075848,-17.451236,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:10.486,4.424,1.497126,109.440000,942.750000,188.000000,56.000000,26.000000,49.000000,4696.000000,14.000000,47.000000,-0.075848,-0.075848,-17.451236,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:10.601,4.539,1.182781,62.750000,534.000000,149.000000,45.000000,12.000000,30.000000,3710.000000,11.000000,37.099998,-0.075848,-0.174512,2.281610,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:10.705,4.643,1.182781,62.750000,534.000000,149.000000,45.000000,12.000000,30.000000,3710.000000,11.000000,37.099998,0.022816,-0.174512,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:10.813,4.751,0.337229,29.360000,270.750000,111.000000,33.000000,-1.000000,13.000000,2776.000000,8.000000,27.799999,0.022816,-0.174512,-17.451236,0.121480,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:10.924,4.862,0.885013,29.360000,270.750000,111.000000,33.000000,-1.000000,13.000000,2776.000000,8.000000,27.799999,0.022816,-0.075848,-17.451236,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:11.033,4.971,0.425099,5.760000,92.000000,77.000000,23.000000,-13.000000,-3.000000,1931.000000,6.000000,19.299999,-0.075848,-0.174512,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:11.141,5.079,0.425099,5.760000,92.000000,77.000000,23.000000,-13.000000,-3.000000,1931.000000,6.000000,19.299999,0.022816,-0.174512,-17.451236,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:11.252,5.190,0.265935,-7.360000,12.000000,49.000000,14.000000,-23.000000,-17.000000,1208.000000,4.000000,12.100000,0.022816,-0.174512,-27.317659,0.220145,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:11.360,5.298,0.202762,-14.250000,-17.250000,26.000000,8.000000,-31.000000,-28.000000,636.000000,2.000000,6.400000,-0.075848,-0.174512,-17.451236,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.410000,25.670000,27.330000
21:53:11.474,5.412,0.202762,-14.250000,-17.250000,26.000000,8.000000,-31.000000,-28.000000,636.000000,2.000000,6.400000,-0.075848,-0.174512,-27.317659,0.318809,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000,26.400000,25.670000,27.330000
