ReadableTime,RelativeTime(s),EfficiencyFactor,PowerEstimate,TotalTemperature,Dev1_Force_1,Dev1_Force_2,Dev1_Force_3,Dev1_Force_4,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_FuelPressure,ECU_IntakePressure,ECU_IntakeTemp,ECU_RotorTemp,ECU_Speed,ECU_SupplyVoltage,ECU_ThrottlePosition,SerialPort1_Modbus_Temperature_Sensor_1,SerialPort1_Modbus_Temperature_Sensor_2,SerialPort1_Modbus_Temperature_Sensor_3,SerialPort2_Modbus_Modbus_slave1_seg1,SerialPort2_Modbus_Modbus_slave1_seg2,SerialPort2_Modbus_Modbus_slave1_seg3,SerialPort2_Modbus_Modbus_slave2_seg1,SerialPort2_Modbus_Modbus_slave2_seg2,SerialPort2_Modbus_Modbus_slave2_seg3,SerialPort2_Modbus_Modbus_slave2_seg4
16:02:52.192,0.101,24.916185,7431.301737,1765.920000,,,,,,,,,,,,,,,,,,,,,,,
16:02:52.303,0.212,24.863388,2070.250000,477.375000,-0.075848,-0.075848,-0.273177,0.220145,102.750000,852.000000,182.000000,55.000000,24.000000,46.000000,4550.000000,14.000000,45.500000,26.590000,26.710000,26.540000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
16:02:52.415,0.324,24.863388,2070.250000,477.375000,0.022816,-0.174512,-0.273177,0.220145,102.750000,852.000000,182.000000,55.000000,24.000000,46.000000,4550.000000,14.000000,45.500000,26.590000,26.710000,26.540000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
16:02:52.519,0.428,24.791667,1274.490027,272.720000,-0.075848,-0.174512,-0.371841,0.220145,57.440000,488.000000,143.000000,43.000000,10.000000,28.000000,3570.000000,11.000000,35.700001,26.590000,26.710000,26.540000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
16:02:52.630,0.539,24.791667,1274.490027,272.720000,-0.075848,-0.174512,-0.371841,0.318809,57.440000,488.000000,143.000000,43.000000,10.000000,28.000000,3570.000000,11.000000,35.700001,26.590000,26.710000,26.540000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
16:02:52.739,0.648,24.738318,701.455000,131.530000,-0.075848,-0.174512,-0.371841,0.220145,25.310000,237.750000,106.000000,32.000000,-3.000000,10.000000,2647.000000,8.000000,26.500000,26.580000,26.710000,26.540000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
16:02:52.849,0.758,24.738318,701.455000,131.530000,-0.075848,-0.174512,-0.273177,0.318809,25.310000,237.750000,106.000000,32.000000,-3.000000,10.000000,2647.000000,8.000000,26.500000,26.580000,26.710000,26.550000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
16:02:52.956,0.865,24.554054,330.694014,42.795000,-0.075848,-0.174512,-0.273177,0.318809,3.840000,81.750000,73.000000,22.000000,-15.000000,-5.000000,1817.000000,5.000000,18.200001,26.580000,26.710000,26.550000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
16:02:53.068,0.977,24.554054,330.694014,42.795000,-0.075848,-0.075848,-0.273177,0.318809,3.840000,81.750000,73.000000,22.000000,-15.000000,-5.000000,1817.000000,5.000000,18.200001,26.580000,26.710000,26.550000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
16:02:53.175,1.084,24.239130,123.765004,-3.320000,-0.075848,-0.273177,-0.273177,0.220145,-8.640000,2.000000,45.000000,13.000000,-24.000000,-19.000000,1115.000000,3.000000,11.100000,26.580000,26.710000,26.550000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
